"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Rural","Female","Central Asian, nec (incl. Azerbaijani, Chechen, Tatar)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","People of the Americas, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","45","1"
"Australia","2016","Rural","Female","North American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","12","1"
"Australia","2016","Rural","Female","Native North American Indian","Census - de jure - complete tabulation","Final figure, complete","2017","51","1"
"Australia","2016","Rural","Female","North American, nec (incl. Bermudan, Inuit, Metis)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","South American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","92","1"
"Australia","2016","Rural","Female","South American, nec (incl. Arawak, Carib, Surinamese)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Rural","Female","Central American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Central American, nec (incl. Belizean, Costa Rican, Mayan)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Carribbean Islander, nec (incl.Bahamian, Haitian, Puerto Rican)","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Rural","Female","Central and West Africa, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Fulani","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Central and West Africa, nec (incl. Fang, Kongo, Liberian)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Southern and East African, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Afrikaner","Census - de jure - complete tabulation","Final figure, complete","2017","117","1"
"Australia","2016","Rural","Female","Malawian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mozambican","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Rural","Female","Namibian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Southern and East African, nec (incl. Afar, Tutsi, Zulu)","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Rural","Female","New Zealand Peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Melanesian and Papuan, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","27","1"
"Australia","2016","Rural","Female","Southern and Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","39","1"
"Australia","2016","Rural","Female","Caribbean, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","25","1"
"Australia","2016","Rural","Female","Sundanese","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Azeris","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Bahraini","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Peoples of the Sudan, nec","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Peoples of the Sudan, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","South Sudanese","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Rural","Female","Pitcairn Islander","Census - de jure - complete tabulation","Final figure, complete","2017","152","1"
"Australia","2016","Rural","Female","Gio","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Krahn","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Acehnese","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","African, so described","Census - de jure - complete tabulation","Final figure, complete","2017","276","1"
"Australia","2016","Rural","Female","Asian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","139","1"
"Australia","2016","Rural","Female","Australian peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","18","1"
"Australia","2016","Rural","Female","Balinese","Census - de jure - complete tabulation","Final figure, complete","2017","13","1"
"Australia","2016","Rural","Female","Barbadian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Batswana","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Bruneian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Caucasian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Rural","Female","Channel Islander","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Rural","Female","Creole, so described","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Dinka","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Eurasian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","42","1"
"Australia","2016","Rural","Female","European, so described","Census - de jure - complete tabulation","Final figure, complete","2017","398","1"
"Australia","2016","Rural","Female","Hazara","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Rural","Female","Maldivian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Nuer","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Singaporean","Census - de jure - complete tabulation","Final figure, complete","2017","45","1"
"Australia","2016","Rural","Female","Sorb/Wend","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Yazidi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Bari","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Bhutanese","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Chaldean","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Rural","Female","Darfu/Darfurian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Emirati","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Igbo","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mandaean","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mandinka","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Parsi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Qatari","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Rohingya","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Shona","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Swahili","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Telugu","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Themne","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Bermuda","2016","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2018","63779",""
"Bermuda","2016","Total","Both Sexes","Black","Census - de jure - complete tabulation","Final figure, complete","2018","33339",""
"Bermuda","2016","Total","Both Sexes","White","Census - de jure - complete tabulation","Final figure, complete","2018","19466",""
